#{"t_start": 1765311010.4041247, "env_id": "None"}
r,l,t
60.669212,80,1989.288298
58.26495,77,1992.438942
3.0963993,4,1993.341953
36.484306,51,1994.811037
61.598034,80,1995.046791
18.561209,26,1995.047074
17.819191,25,1998.635458
18.805332,26,2000.20559
26.155565,33,2006.926491
51.83504,68,2009.097567
58.39491,80,2011.76017
57.464745,80,2015.24081
23.234646,31,2015.685664
17.957407,24,2114.766756
14.751939,20,2117.640051
58.088406,80,2122.158356
29.532824,42,2123.94697
60.007786,80,2131.064977
48.276028,67,2132.151138
58.89315,80,2139.387404
60.50861,80,2141.198272
7.9717484,12,2142.10719
44.243904,58,2143.588741
10.700866,16,2144.608697
5.473301,7,2146.084651
52.829292,73,2147.839081
27.00699,34,2149.279302
40.20849,54,2159.29268
57.63849,80,2160.570933
59.795414,80,2163.07786
21.495047,29,2165.305169
2.4973156,4,2166.10922
59.1557,80,2166.109484
5.368224,7,2167.60437
26.8536,35,2174.956457
46.362625,61,2175.772898
58.75037,80,2177.221516
42.879066,60,2178.805587
46.914356,63,2190.433742
62.71838,80,2191.663104
60.18019,80,2192.506589
59.87814,80,2195.369025
19.724674,25,2200.781973
34.42793,47,2201.670889
8.266753,10,2202.974739
59.36156,80,2207.329875
58.897274,80,2209.5491
33.472496,47,2212.786104
59.746193,80,2218.230636
33.773323,47,2222.398411
59.9056,80,2223.834359
59.648552,80,2225.893301
27.705393,40,2226.524309
7.8009553,11,2228.818831
14.87539,21,2233.41128
58.954185,80,2239.333022
59.048782,80,2240.857436
60.502815,80,2243.104881
16.193254,21,2244.020531
16.954536,24,2246.114452
59.21333,80,2250.622067
33.561916,48,2253.298445
35.162064,46,2260.336971
59.564503,80,2261.005876
57.440796,80,2263.116471
58.654873,80,2270.152361
60.626263,80,2276.808146
61.70134,80,2277.415173
61.01016,80,2279.408012
4.316567,6,2280.702183
58.7456,80,2286.499838
60.444523,80,2293.639351
56.489986,80,2294.26585
9.052428,11,2296.521653
59.719074,80,2297.565068
46.808086,62,2299.592014
44.592567,57,2305.703789
18.015213,24,2310.587844
61.1965,80,2313.216765
59.319687,80,2314.240655
59.637512,80,2316.337617
47.861507,64,2326.560651
60.876003,80,2327.173706
38.23505,54,2327.596805
14.572231,21,2330.921392
58.89302,80,2330.921692
26.429104,37,2334.842076
28.584877,38,2335.485363
27.930918,39,2338.962979
6.6189785,9,2340.804511
30.733294,43,2343.780084
60.88273,80,2347.493951
19.289297,25,2348.935624
58.57572,80,2352.014813
45.59834,61,2353.454247
35.377617,47,2358.702666
16.53973,24,2363.722209
56.626022,80,2364.129396
50.064392,70,2368.074767
59.694893,80,2368.711095
4.174198,6,2369.937477
19.127022,28,2373.963709
